,company,transmission,fuel,seller_type,owner,year,km_driven,selling_price
2470,mahindra xylo,Manual,Diesel,Individual,Second Owner,2009,100000,290000
2471,fiat 500,Manual,Diesel,Individual,First Owner,2008,110000,250999
2472,renault triber,Manual,Petrol,Individual,First Owner,2019,10300,600000
2473,fiat grande,Manual,Diesel,Individual,Second Owner,2014,120000,270000
2474,tata new,Manual,Diesel,Individual,First Owner,2012,142000,550000
2475,mahindra tuv,Manual,Diesel,Individual,First Owner,2017,25000,800000
2476,tata altroz,Manual,Petrol,Individual,First Owner,2020,5000,500000
2477,hyundai creta,Manual,Diesel,Individual,First Owner,2016,52600,535000
2478,hyundai grand,Manual,Petrol,Dealer,First Owner,2016,28643,396000
2479,honda city,Manual,Diesel,Individual,First Owner,2014,50000,600000
2480,maruti wagon,Manual,Petrol,Dealer,First Owner,2019,30000,575000
2481,hyundai santro,Manual,Petrol,Individual,First Owner,2020,5000,520000
2482,mahindra xuv500,Automatic,Diesel,Individual,First Owner,2018,30000,1400000
2483,maruti baleno,Automatic,Petrol,Individual,First Owner,2018,7600,600000
2484,chevrolet beat,Manual,Diesel,Dealer,First Owner,2013,47253,195000
2485,maruti alto,Automatic,Petrol,Dealer,Second Owner,2015,4432,281000
2486,tata indica,Manual,Petrol,Individual,Second Owner,2010,110000,75000
2487,hyundai grand,Manual,Petrol,Individual,First Owner,2014,25000,400000
2488,tata indica,Manual,Diesel,Individual,Second Owner,2009,70000,93000
2489,hyundai i20,Manual,Petrol,Dealer,First Owner,2016,68523,560000
2490,hyundai eon,Manual,Petrol,Individual,First Owner,2019,5000,400000
2491,tata tigor,Manual,Petrol,Individual,First Owner,2018,40000,459999
2492,hyundai xcent,Manual,Diesel,Individual,First Owner,2017,43000,450000
2493,maruti alto,Manual,CNG,Dealer,Second Owner,2010,80251,88000
2494,hyundai i20,Manual,Petrol,Individual,Second Owner,2010,34500,250000
2495,ford ikon,Manual,Petrol,Dealer,Third Owner,2000,42743,22000
2496,chevrolet beat,Manual,Diesel,Individual,Second Owner,2013,93900,130000
2497,maruti zen,Manual,Petrol,Individual,First Owner,2004,80000,79000
2498,chevrolet beat,Manual,Diesel,Individual,First Owner,2012,110000,120000
2499,bmw 7,Automatic,Diesel,Individual,Second Owner,2011,100000,1700000
2500,chevrolet optra,Manual,Diesel,Individual,First Owner,2012,25000,300000
2501,chevrolet optra,Manual,Diesel,Individual,First Owner,2012,25000,300000
2502,maruti a-star,Manual,Petrol,Individual,First Owner,2009,25000,145000
2503,ford endeavour,Automatic,Diesel,Individual,First Owner,2019,20000,3200000
2504,chevrolet spark,Manual,Petrol,Individual,First Owner,2013,10000,240000
2505,honda wr-v,Manual,Diesel,Individual,First Owner,2018,30000,700000
2506,hyundai accent,Manual,Petrol,Individual,Second Owner,2010,110000,145000
2507,maruti ertiga,Manual,Diesel,Individual,Second Owner,2014,80000,535000
2508,mahindra kuv,Manual,Petrol,Individual,First Owner,2016,21000,420000
2509,maruti alto,Manual,Petrol,Individual,First Owner,2016,20000,350000
2510,maruti swift,Manual,Diesel,Individual,First Owner,2015,32000,550000
2511,mitsubishi montero,Manual,Diesel,Individual,First Owner,2007,180000,750000
2512,tata indica,Manual,Diesel,Individual,Second Owner,2012,70000,198000
2513,hyundai i20,Manual,Diesel,Individual,First Owner,2013,50000,420000
2514,hyundai i20,Manual,Diesel,Individual,First Owner,2013,50000,420000
2515,ford endeavour,Manual,Diesel,Individual,First Owner,2004,120000,195000
2516,hyundai eon,Manual,Petrol,Individual,Second Owner,2012,55766,150000
2517,nissan micra,Manual,Petrol,Individual,Second Owner,2011,40000,275000
2518,maruti 800,Manual,Petrol,Individual,Third Owner,2001,60000,65000
2519,maruti swift,Manual,Petrol,Individual,First Owner,2008,50000,200000
2520,maruti swift,Manual,Diesel,Individual,Second Owner,2010,110000,250000
2521,renault duster,Manual,Diesel,Dealer,Second Owner,2013,1000,450000
2522,maruti ignis,Manual,Diesel,Dealer,First Owner,2018,26350,590000
2523,maruti sx4,Manual,Petrol,Individual,Second Owner,2012,110000,225000
2524,tata indigo,Manual,Diesel,Dealer,First Owner,2015,68745,225000
2525,maruti alto,Manual,Petrol,Individual,First Owner,2006,132000,165000
2526,mahindra bolero,Manual,Diesel,Individual,First Owner,2019,35000,860000
2527,mahindra xuv500,Manual,Diesel,Individual,First Owner,2016,47000,900000
2528,tata indigo,Manual,Diesel,Individual,First Owner,2013,100000,182000
2529,tata indica,Manual,Diesel,Individual,First Owner,2010,80000,100000
2530,hyundai santro,Manual,Petrol,Individual,Second Owner,2006,40000,100000
2531,maruti alto,Automatic,Petrol,Dealer,First Owner,2017,27289,375000
2532,tata tiago,Automatic,Petrol,Dealer,First Owner,2018,10980,525000
2533,hyundai eon,Manual,Petrol,Dealer,First Owner,2016,24662,320000
2534,maruti swift,Manual,Diesel,Dealer,First Owner,2013,37000,525000
2535,nissan evalia,Manual,Diesel,Dealer,First Owner,2014,28245,650000
2536,hyundai grand,Manual,Diesel,Dealer,First Owner,2017,27005,575000
2537,hyundai i10,Manual,Petrol,Dealer,First Owner,2014,39227,355000
2538,mahindra kuv,Manual,Diesel,Dealer,First Owner,2016,31367,470000
2539,maruti wagon,Manual,Petrol,Dealer,First Owner,2008,35008,221000
2540,hyundai santro,Manual,Petrol,Dealer,First Owner,2009,27005,195000
2541,maruti zen,Manual,Petrol,Individual,Second Owner,2001,86000,85000
2542,maruti swift,Manual,Diesel,Individual,First Owner,2013,50000,400000
2543,maruti baleno,Manual,Diesel,Individual,First Owner,2017,20000,650000
2544,hyundai i10,Manual,Petrol,Individual,First Owner,2010,50000,400000
2545,tata manza,Manual,Diesel,Individual,Second Owner,2012,80000,295000
2546,maruti omni,Manual,LPG,Individual,Fourth & Above Owner,2006,135000,60000
2547,maruti zen,Manual,Diesel,Individual,Third Owner,2003,120000,110000
2548,fiat linea,Manual,Diesel,Individual,First Owner,2015,113600,550000
2549,hyundai santro,Manual,Petrol,Individual,Third Owner,2008,70000,190000
2550,ford aspire,Manual,Diesel,Dealer,First Owner,2018,20000,861999
2551,ford aspire,Manual,Petrol,Dealer,First Owner,2018,14000,782000
2552,ford freestyle,Manual,Diesel,Dealer,First Owner,2018,26000,836000
2553,honda city,Manual,Petrol,Dealer,First Owner,2016,138925,696000
2554,honda jazz,Manual,Diesel,Dealer,First Owner,2016,121764,596000
2555,honda jazz,Manual,Petrol,Dealer,First Owner,2016,105429,612000
2556,maruti alto,Manual,Petrol,Individual,First Owner,2015,35000,114999
2557,tata bolt,Manual,Diesel,Individual,First Owner,2017,60000,340000
2558,maruti swift,Manual,Petrol,Individual,First Owner,2020,5000,550000
2559,chevrolet aveo,Manual,Petrol,Individual,Third Owner,2008,70000,114999
2560,maruti wagon,Manual,Petrol,Individual,First Owner,2000,80000,105000
2561,maruti vitara,Manual,Diesel,Individual,First Owner,2019,20000,890000
2562,tata nexon,Manual,Petrol,Individual,First Owner,2019,8000,715000
2563,hyundai i20,Manual,Petrol,Dealer,Second Owner,2014,54000,525000
2564,volkswagen jetta,Automatic,Diesel,Dealer,First Owner,2012,55300,735000
2565,honda amaze,Manual,Petrol,Dealer,First Owner,2016,11958,495000
2566,hyundai creta,Manual,Petrol,Dealer,First Owner,2017,9000,1025000
2567,mahindra xuv500,Manual,Diesel,Individual,First Owner,2015,70000,750000
2568,renault duster,Manual,Diesel,Individual,First Owner,2013,120000,600000
2569,hyundai i20,Manual,Petrol,Dealer,Second Owner,2014,23122,475000
2570,hyundai santro,Manual,Petrol,Dealer,Second Owner,2007,58000,80000
2571,mahindra bolero,Manual,Diesel,Dealer,First Owner,2013,62200,325000
2572,audi a6,Automatic,Diesel,Dealer,Second Owner,2014,34000,1470000
2573,fiat avventura,Manual,Diesel,Individual,Second Owner,2015,53000,350000
2574,audi a8,Automatic,Diesel,Dealer,First Owner,2013,49000,2800000
2575,datsun redigo,Manual,Petrol,Dealer,Second Owner,2017,15000,210000
2576,chevrolet cruze,Manual,Diesel,Dealer,Second Owner,2012,44500,349000
2577,volkswagen jetta,Manual,Petrol,Individual,First Owner,2013,50000,450000
2578,audi a4,Automatic,Diesel,Dealer,First Owner,2013,53000,1150000
2579,honda civic,Automatic,Petrol,Dealer,First Owner,2009,63500,210000
2580,mercedes-benz e-class,Automatic,Petrol,Dealer,First Owner,2018,9800,4500000
2581,volkswagen polo,Automatic,Petrol,Dealer,First Owner,2017,13599,825000
2582,bmw x1,Automatic,Diesel,Individual,First Owner,2017,13000,2750000
2583,chevrolet beat,Manual,Diesel,Individual,First Owner,2012,110000,160000
2584,mahindra scorpio,Manual,Diesel,Individual,Second Owner,2014,100000,550000
2585,maruti swift,Manual,Petrol,Individual,Third Owner,2006,110000,95000
2586,toyota innova,Manual,Diesel,Individual,Second Owner,2014,90000,725000
2587,tata tigor,Manual,Petrol,Individual,First Owner,2019,17000,670000
2588,maruti alto,Manual,Petrol,Individual,First Owner,2008,140000,65000
2589,mahindra xylo,Manual,Diesel,Individual,Second Owner,2015,50000,500000
2590,mahindra kuv,Manual,Petrol,Individual,First Owner,2017,53000,600000
2591,maruti wagon,Manual,Petrol,Individual,Second Owner,2017,70000,350000
2592,chevrolet beat,Manual,Diesel,Individual,Second Owner,2012,70000,200000
2593,hyundai getz,Manual,Diesel,Individual,Third Owner,2008,154000,110000
2594,hyundai eon,Manual,Petrol,Individual,First Owner,2012,80000,150000
2595,maruti zen,Manual,Diesel,Individual,Second Owner,2003,110000,75000
2596,honda amaze,Manual,Diesel,Individual,Second Owner,2013,90000,350000
2597,toyota innova,Manual,Diesel,Individual,First Owner,2018,15000,1700000
2598,bmw x1,Automatic,Diesel,Individual,Second Owner,2011,86000,890000
2599,mahindra scorpio,Manual,Diesel,Individual,First Owner,2014,120000,500000
2600,hyundai elite,Manual,Petrol,Individual,First Owner,2019,5200,600000
2601,chevrolet beat,Manual,Petrol,Individual,Second Owner,2010,60000,99000
2602,hyundai i10,Manual,Petrol,Individual,First Owner,2011,46000,235000
2603,tata indigo,Manual,Petrol,Individual,Second Owner,2006,40000,75000
2604,honda city,Manual,Diesel,Individual,Second Owner,2014,90000,600000
2605,hyundai verna,Manual,Diesel,Individual,Second Owner,2019,25000,1000000
2606,hyundai verna,Manual,Diesel,Individual,First Owner,2012,90000,390000
2607,volkswagen polo,Manual,Diesel,Individual,First Owner,2015,70000,600000
2608,hyundai i20,Manual,Petrol,Individual,Second Owner,2017,70000,600000
2609,hyundai elite,Manual,Diesel,Individual,Second Owner,2019,35000,730000
2610,hyundai grand,Automatic,Petrol,Individual,First Owner,2017,12700,450000
2611,maruti ritz,Manual,Diesel,Individual,First Owner,2011,80000,250000
2612,mahindra xuv500,Manual,Diesel,Individual,First Owner,2018,20000,1400000
2613,renault kwid,Manual,Petrol,Individual,First Owner,2018,20000,300000
2614,ford ecosport,Manual,Petrol,Individual,First Owner,2017,19000,800000
2615,fiat grande,Manual,Diesel,Individual,Second Owner,2009,95000,125000
2616,bmw x1,Automatic,Diesel,Individual,First Owner,2019,9500,2600000
2617,skoda fabia,Manual,Petrol,Individual,First Owner,2012,50000,300000
2618,volkswagen polo,Manual,Diesel,Individual,First Owner,2012,90000,295000
2619,ford ecosport,Manual,Petrol,Dealer,First Owner,2013,45839,650000
2620,chevrolet aveo,Manual,Petrol,Dealer,First Owner,2010,74510,200000
2621,chevrolet aveo,Manual,Petrol,Dealer,First Owner,2009,87293,130000
2622,ford figo,Manual,Diesel,Dealer,First Owner,2012,156040,250000
2623,ford endeavour,Manual,Diesel,Dealer,First Owner,2004,93415,400000
2624,ford aspire,Manual,Petrol,Dealer,First Owner,2017,101159,430000
2625,hyundai eon,Manual,Petrol,Individual,Second Owner,2015,80000,170000
2626,tata tiago,Manual,Petrol,Individual,First Owner,2019,12000,450000
2627,maruti swift,Manual,Petrol,Individual,First Owner,2013,90000,350000
2628,chevrolet spark,Manual,Petrol,Dealer,First Owner,2011,68519,130000
2629,chevrolet beat,Manual,Diesel,Dealer,First Owner,2012,55130,180000
2630,ford ecosport,Manual,Petrol,Dealer,First Owner,2014,65239,475000
2631,volkswagen polo,Manual,Petrol,Dealer,First Owner,2015,58182,470000
2632,ford fiesta,Manual,Diesel,Dealer,First Owner,2012,91245,200000
2633,mahindra xuv500,Manual,Diesel,Dealer,First Owner,2013,102989,650000
2634,honda city,Manual,Petrol,Individual,First Owner,2010,50000,400000
2635,maruti zen,Manual,Petrol,Individual,First Owner,2000,120000,100000
2636,maruti swift,Manual,Diesel,Individual,First Owner,2014,90000,409999
2637,maruti swift,Manual,Diesel,Individual,First Owner,2018,25000,640000
2638,maruti wagon,Manual,Petrol,Individual,Second Owner,2007,80000,160000
2639,tata indigo,Manual,Diesel,Individual,First Owner,2013,100000,182000
2640,maruti baleno,Manual,Diesel,Individual,First Owner,2018,70000,750000
2641,mahindra jeep,Manual,Diesel,Individual,Third Owner,2002,50000,150000
2642,maruti alto,Manual,Petrol,Individual,Second Owner,2008,100000,80000
2643,maruti celerio,Manual,Diesel,Individual,Third Owner,2016,90000,240000
2644,maruti esteem,Manual,Petrol,Individual,Third Owner,2005,60000,60000
2645,maruti alto,Manual,Petrol,Individual,Third Owner,2007,120000,70000
2646,volkswagen jetta,Automatic,Diesel,Individual,Second Owner,2008,90000,285000
2647,maruti swift,Manual,Diesel,Individual,Second Owner,2015,60000,350000
2648,hyundai i20,Manual,Diesel,Individual,Second Owner,2015,30000,699000
2649,ford figo,Manual,Diesel,Individual,Second Owner,2011,108000,275000
2650,hyundai i20,Manual,Diesel,Individual,Second Owner,2012,160000,350000
2651,maruti alto,Manual,Petrol,Individual,Third Owner,2006,90000,135000
2652,mahindra xylo,Manual,Diesel,Individual,Third Owner,2010,120000,325000
2653,mahindra xuv500,Manual,Diesel,Individual,Second Owner,2012,102000,650000
2654,mahindra bolero,Manual,Diesel,Individual,Second Owner,2009,178000,300000
2655,toyota innova,Manual,Diesel,Individual,Second Owner,2014,200000,1200000
2656,ford fiesta,Manual,Petrol,Dealer,First Owner,2012,60000,450000
2657,tata tiago,Manual,Petrol,Individual,First Owner,2019,3000,425000
2658,maruti alto,Manual,Petrol,Individual,Second Owner,2006,75118,150000
2659,maruti ritz,Manual,Diesel,Individual,Second Owner,2013,140000,290000
2660,hyundai xcent,Manual,Petrol,Individual,Second Owner,2014,60000,335000
2661,chevrolet optra,Manual,Petrol,Dealer,Fourth & Above Owner,2006,79000,120000
2662,ford ikon,Manual,Petrol,Individual,Second Owner,2005,25000,20000
2663,hyundai getz,Manual,Petrol,Individual,First Owner,2005,70000,250000
2664,hyundai santro,Manual,Petrol,Individual,Second Owner,2008,41723,120000
2665,maruti sx4,Manual,Petrol,Individual,First Owner,2010,70000,250000
2666,tata indigo,Manual,Diesel,Individual,Second Owner,2012,70000,220000
2667,ford ikon,Manual,Petrol,Individual,Second Owner,2005,4637,61000
2668,maruti swift,Manual,Diesel,Individual,First Owner,2016,70000,620000
2669,maruti swift,Manual,Diesel,Individual,Second Owner,2014,100000,425000
2670,tata indica,Manual,Diesel,Individual,Second Owner,2009,120000,85000
2671,maruti swift,Manual,Diesel,Individual,Second Owner,2015,40000,270000
2672,maruti swift,Manual,Diesel,Individual,First Owner,2009,220000,180000
2673,renault kwid,Manual,Petrol,Individual,First Owner,2018,20000,300000
2674,ford ecosport,Manual,Petrol,Individual,First Owner,2017,19000,800000
2675,fiat grande,Manual,Diesel,Individual,Second Owner,2009,95000,125000
2676,mahindra kuv,Manual,Petrol,Individual,First Owner,2017,30000,450000
2677,tata new,Manual,Diesel,Individual,First Owner,2012,42655,450000
2678,renault kwid,Manual,Petrol,Individual,Second Owner,2017,43000,250000
2679,toyota innova,Manual,Diesel,Individual,First Owner,2012,70000,725000
2680,hyundai i20,Manual,Petrol,Individual,First Owner,2010,55000,250000
2681,fiat punto,Manual,Diesel,Individual,Second Owner,2010,80000,99000
2682,renault kwid,Manual,Petrol,Individual,First Owner,2017,55000,350000
2683,hyundai xcent,Manual,Petrol,Individual,First Owner,2018,70000,511000
2684,maruti ritz,Manual,Diesel,Individual,First Owner,2012,80000,300000
2685,audi q5,Automatic,Petrol,Individual,First Owner,2010,110000,1100000
2686,hyundai i10,Manual,Petrol,Individual,Third Owner,2010,60000,125000
2687,tata tiago,Manual,Petrol,Individual,First Owner,2018,30000,500000
2688,renault duster,Manual,Diesel,Individual,Second Owner,2013,80000,385000
2689,skoda rapid,Manual,Petrol,Individual,First Owner,2012,90000,350000
2690,maruti 800,Manual,Petrol,Individual,First Owner,2003,50000,60000
2691,hyundai santro,Manual,Petrol,Individual,First Owner,2012,50000,300000
2692,hyundai i20,Manual,Diesel,Individual,First Owner,2012,70000,400000
2693,ford ecosport,Manual,Diesel,Individual,First Owner,2014,110000,550000
2694,nissan sunny,Manual,Petrol,Individual,Second Owner,2012,80000,300000
2695,maruti swift,Manual,Diesel,Individual,First Owner,2012,156000,250000
2696,toyota innova,Manual,Diesel,Individual,First Owner,2012,180000,800000
2697,maruti eeco,Manual,Petrol,Individual,First Owner,2018,25000,300000
2698,maruti alto,Manual,Petrol,Individual,First Owner,2004,120000,80000
2699,mahindra scorpio,Manual,Diesel,Individual,First Owner,2020,11000,1200000
2700,renault kwid,Automatic,Petrol,Individual,First Owner,2017,40000,355000
2701,maruti swift,Manual,Diesel,Individual,First Owner,2015,50000,520000
2702,hyundai verna,Manual,Diesel,Individual,First Owner,2012,26000,500000
2703,maruti alto,Manual,Petrol,Individual,First Owner,2008,30000,114999
2704,toyota fortuner,Manual,Diesel,Individual,First Owner,2014,50000,1800000
2705,mahindra tuv,Manual,Diesel,Individual,First Owner,2018,20000,800000
2706,maruti alto,Manual,Petrol,Individual,Second Owner,2008,30000,105000
2707,maruti alto,Manual,Petrol,Individual,First Owner,2011,78000,135000
2708,maruti wagon,Manual,Petrol,Individual,Second Owner,2011,40000,170000
2709,hyundai verna,Manual,Petrol,Individual,First Owner,2014,100000,550000
2710,honda city,Manual,Petrol,Individual,Third Owner,2009,70000,250000
2711,hyundai elantra,Manual,Diesel,Individual,Second Owner,2014,30000,650000
2712,honda city,Automatic,Petrol,Individual,Third Owner,2008,77000,210000
2713,volkswagen vento,Manual,Diesel,Individual,First Owner,2011,150000,260000
2714,maruti swift,Manual,Diesel,Individual,First Owner,2016,69000,750000
2715,toyota innova,Automatic,Diesel,Individual,First Owner,2016,120000,1350000
2716,maruti ritz,Manual,Diesel,Individual,Second Owner,2012,120000,220000
2717,hyundai getz,Manual,Petrol,Individual,Second Owner,2008,110000,110000
